10	0.000255	7.839821E+08
20	0.002050	7.805171E+08
30	0.008689	6.214636E+08
40	0.006998	1.829078E+09
50	0.008447	2.959655E+09
60	0.014845	2.910045E+09
70	0.028172	2.435040E+09
80	0.047284	2.165643E+09
90	0.063822	2.284478E+09
100	0.082800	2.415455E+09
110	0.116862	2.277899E+09
120	0.142761	2.420829E+09
130	0.203766	2.156396E+09
140	0.242139	2.266468E+09
150	0.302226	2.233427E+09
160	0.386379	2.120198E+09
170	0.440611	2.230084E+09
180	0.530131	2.200210E+09
190	0.628872	2.181366E+09
200	0.739914	2.162414E+09
210	0.854680	2.167127E+09
220	0.979246	2.174734E+09
230	1.124369	2.164236E+09
240	1.313178	2.105427E+09
250	1.442484	2.166402E+09
260	1.627304	2.160137E+09
270	1.830988	2.149987E+09
280	2.064896	2.126209E+09
290	2.280820	2.138617E+09
300	2.515263	2.146893E+09
310	2.789758	2.135741E+09
320	3.598718	1.821093E+09
330	3.450193	2.083188E+09
340	3.668579	2.142737E+09
350	4.120805	2.080904E+09
360	4.424273	2.109092E+09
370	4.829348	2.097716E+09
380	5.292079	2.073741E+09
390	5.588576	2.122866E+09
400	6.264889	2.043133E+09
410	6.439846	2.140455E+09
420	6.988495	2.120285E+09
430	7.536852	2.109820E+09
440	8.163923	2.086840E+09
450	8.519306	2.139259E+09
460	9.147691	2.128100E+09
470	9.771671	2.124979E+09
480	11.178702	1.978620E+09
490	11.399411	2.064124E+09
500	12.104735	2.065307E+09
510	12.765074	2.078343E+09
520	13.843835	2.031345E+09
530	14.120010	2.108738E+09
540	15.057023	2.091569E+09
550	15.866345	2.097206E+09
560	17.213505	2.040444E+09
570	17.589059	2.105775E+09
580	20.000398	1.951081E+09
590	19.736397	2.081221E+09
600	21.340288	2.024340E+09
610	22.099705	2.054154E+09
620	23.361457	2.040352E+09
630	25.840899	1.935281E+09
640	35.272363	1.486399E+09
650	26.457318	2.075985E+09
660	29.840575	1.926880E+09
670	29.112603	2.066205E+09
680	32.941679	1.909022E+09
690	31.947646	2.056546E+09
700	33.739474	2.033227E+09
710	34.797100	2.057131E+09
720	37.400093	1.995974E+09
730	37.837561	2.056248E+09
740	39.878987	2.032268E+09
750	40.442817	2.086279E+09
760	43.433319	2.021379E+09
770	45.002681	2.028915E+09
780	46.862795	2.025283E+09
790	48.049940	2.052194E+09
800	54.112028	1.892370E+09
810	55.025395	1.931621E+09
820	54.300552	2.030801E+09
830	56.680592	2.017576E+09
840	58.081323	2.040945E+09
850	60.414042	2.033054E+09
860	62.681402	2.029489E+09
870	65.584713	2.008099E+09
880	74.594367	1.827141E+09
890	70.112396	2.010968E+09
900	74.403546	1.959584E+09
910	82.118528	1.835325E+09
920	78.716464	1.978463E+09
930	104.902479	1.533533E+09
940	87.044688	1.908408E+09
950	88.506396	1.937431E+09
960	118.618453	1.491734E+09
970	122.218411	1.493511E+09
980	103.257428	1.823001E+09
990	108.169868	1.794028E+09
1000	243.100349	8.227055E+08
